school_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
LOYANG VIEW SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,NETBALL
LOYANG VIEW SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,ROCKWALL CLIMBING,ROCK CLIMBING
LOYANG VIEW SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL
LOYANG VIEW SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,BOYS' BRIGADE
LOYANG VIEW SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,NPCC
LOYANG VIEW SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),NCC
LOYANG VIEW SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,SYMPHONIC BAND
LOYANG VIEW SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,DANCE
LOYANG VIEW SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,DRAMA
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,AIR RIFLE / SHOOTING,AIR RIFLE/SHOOTING (GIRLS)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,AIR RIFLE / SHOOTING,na
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,BADMINTON,na
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,BASKETBALL,na
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,NETBALL
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,NETBALL,NETBALL (SENIOR HIGH)
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,SOCCER
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,FOOTBALL,SOCCER (SENIOR HIGH)
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,SOFTBALL,SOFTBALL (GIRLS)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,SOFTBALL,na
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,SAILING,SAILING
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,SAILING,SAILING (SENIOR HIGH)
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,TRACK & FIELD,na
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,TRACK & FIELD,na
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,TABLE TENNIS,na
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,TENNIS,TENNIS
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,TENNIS,TENNIS (SENIOR HIGH)
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,TAEKWONDO,TAEKWONDO
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,TAEKWONDO,TAEKWONDO (SENIOR HIGH)
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,WUSHU,na
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,WUSHU,na
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,VOLLEYBALL,na
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,TEN-PIN BOWLING,BOWLING
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,TEN-PIN BOWLING,BOWLING (SENIOR HIGH)
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,GOLF,GOLF
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,GOLF,GOLF(SENIOR HIGH)
DUNMAN HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,UNIFORMED GROUPS,GIRL GUIDES,na
DUNMAN HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,UNIFORMED GROUPS,NPCC,na
DUNMAN HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,ST. JOHN BRIGADE,ST. JOHN BRIGADE
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,UNIFORMED GROUPS,ST. JOHN BRIGADE,ST. JOHN BRIGADE
DUNMAN HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,SCOUTS,na
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,UNIFORMED GROUPS,SCOUTS,na
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,CHINESE ORCHESTRA
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,CHINESE ORCHESTRA
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CHOIR,na
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,GUITAR ENSEMBLE (SENIOR HIGH)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,GUITAR ENSEMBLE (Senior High)
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - STRING,STRING ENSEMBLE
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ENSEMBLE - STRING,STRING ENSEMBLE
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,SYMPHONIC BAND
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,SYMPHONIC BAND
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,GUZHENG ENSEMBLE
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,GUZHENG ENSEMBLE
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,INTERNATIONAL DANCE
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,INTERNATIONAL DANCE
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,CHINESE DANCE
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,CHINESE DANCE
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - CHINESE,CHINESE DRAMA
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DRAMA - CHINESE,CHINESE DRAMA
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,ENGLISH DRAMA
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,ENGLISH DRAMA
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - OPERA/OPERATTA,BEIJING OPERA
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DRAMA - OPERA/OPERATTA,BEIJING OPERA
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
DUNMAN HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,COMPUTER CLUB,ROBOTICS CLUB
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,COMPUTER CLUB,ROBOTICS CLUB
DUNMAN HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,LIBRARY COUNCIL,LIBRARY SOCIETY
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,LIBRARY COUNCIL,LIBRARY SOCIETY
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,LION DANCE TROUPE,LION DANCE (By Scouts)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,LION DANCE TROUPE,LION DANCE (By Scouts)
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,PHOTOGRAPHIC SOCIETY,PHOTOGRAHIC SOCIETY(SENIOR HIGH)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,PHOTOGRAPHIC SOCIETY,PHOTOGRAPHIC SOCIETY(SENIOR HIGH)
DUNMAN HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,STUDENTS' COUNCIL,na
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,STUDENTS' COUNCIL,na
DUNMAN HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,SCIENCE SOCIETY,SCIENCE SOCIETY (SENIOR HIGH)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,SCIENCE SOCIETY,SCIENCE SOCIETY ( SENIOR HIGH)
DUNMAN HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB,SINGAPORE YOUTH FLYING CLUB (SENIOR HIGH)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB,SINGAPORE YOUTH FLYING CLUB (SENIOR HIGH)
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE CALLIGRAPHY SOCIETY,CHINESE CALLIGRAPHY
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CHINESE CALLIGRAPHY SOCIETY,CHINESE CALLIGRAPHY
DUNMAN HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,COLLEGE PUBLICATIONS,PUBLICATIONS (Senior High)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,COLLEGE PUBLICATIONS,PUBLICATIONS (Senior High)
DUNMAN HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,GREEN CLUB,ENVIRONMENT CLUB (SENIOR HIGH)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,GREEN CLUB,ENVIRONMENT CLUB(SENIOR HIGH)
DUNMAN HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INFOCOM CLUB,INFOCOMM CLUB
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,INFOCOM CLUB,INFOCOMM CLUB
RIVER VALLEY HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,BADMINTON,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
RIVER VALLEY HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,CROSS COUNTRY,na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,CROSS COUNTRY,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,NETBALL,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,SOFTBALL,na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,SOFTBALL,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,TABLE TENNIS,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,WUSHU,na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,WUSHU,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL
RIVER VALLEY HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,FLOORBALL,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,UNIFORMED GROUPS,GIRL GUIDES,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,UNIFORMED GROUPS,NPCC,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,ST. JOHN BRIGADE,na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,UNIFORMED GROUPS,ST. JOHN BRIGADE,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,SCOUTS,na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,UNIFORMED GROUPS,SCOUTS,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,UNIFORMED GROUPS,NCC (LAND),na
RIVER VALLEY HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,CHINESE ORCHESTRA
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,CHINESE ORCHESTRA
RIVER VALLEY HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CHOIR,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,GUITAR ENSEMBLE
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,GUITAR ENSEMBLE
RIVER VALLEY HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,CONCERT BAND
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,CONCERT BAND
RIVER VALLEY HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,STREET DANCE
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,STREET DANCE
RIVER VALLEY HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,DANCE SOCIETY
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,DANCE SOCIETY
RIVER VALLEY HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - CHINESE,CLDDS
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DRAMA - CHINESE,CLDDS
RIVER VALLEY HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,ELDDS
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,ELDDS
RIVER VALLEY HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,COMPUTER CLUB,INFOCOMM CLUB
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,COMPUTER CLUB,INFOCOMM CLUB
RIVER VALLEY HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,HISTORY/CURRENT AFFAIRS SOCIETY,HISTORY AND CURRENT AFFAIRS SOCIETY
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,HISTORY/CURRENT AFFAIRS SOCIETY,HISTORY AND CURRENT AFFAIRS SOCIETY
RIVER VALLEY HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,PHOTOGRAPHIC SOCIETY,PHOTOGRAPHY CLUB
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,PHOTOGRAPHIC SOCIETY,PHOTOGRAPHY CLUB
RIVER VALLEY HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,STUDENTS' COUNCIL,STUDENT LEADERSHIP DEVELOPMENT ACADEMY
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,STUDENTS' COUNCIL,STUDENT LEADERSHIP DEVELOPMENT ACADEMY
RIVER VALLEY HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,SCIENCE SOCIETY,SCIENCE LEADERS ACADEMY
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,SCIENCE SOCIETY,SCIENCE LEADERS ACADEMY
RIVER VALLEY HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB,na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,EDITORIAL BOARD,LIBRARY AND EDITORIAL CLUB
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,EDITORIAL BOARD,LIBRARY AND EDITORIAL CLUB
RIVER VALLEY HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,PA CREW,PA/AVA CLUB
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,PA CREW,PA/AVA CLUB
RIVER VALLEY HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ENVIRONMENTAL CLUB,THE ECO-SUSTAINABILITY LEADERSHIP ACADEMY
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,ENVIRONMENTAL CLUB,THE ECO-SUSTAINABILITY LEADERSHIP ACADEMY
RIVER VALLEY HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,SERVICE LEARNING CLUB,SERVICE AND CITIZENSHIP SOCIETY
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,SERVICE LEARNING CLUB,SERVICE AND CITIZENSHIP SOCIETY
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,AIR RIFLE / SHOOTING,SHOOTING
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,SOCCER
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TRACK & FIELD,na
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,ST. JOHN BRIGADE,ST. JOHN BRIGADE
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,SCOUTS,na
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),na
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,CHINESE ORCHESTRA
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,CONCERT BAND
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,DANCE ENSEMBLE
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,ORATORICAL DEBATE & DRAMA SOCIETY
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,GREEN CLUB,GREEN SERVICE CLUB
AHMAD IBRAHIM SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,IT CLUB,INFOCOMM AND NEW AGE MEDIA CLUB
BROADRICK SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,AIR RIFLE / SHOOTING,na
BROADRICK SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
BROADRICK SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TAEKWONDO,na
BROADRICK SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
BROADRICK SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
BROADRICK SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,na
BROADRICK SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),na
BROADRICK SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,SHOW CHOIR
BROADRICK SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,na
BROADRICK SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,na
BROADRICK SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,na
BROADRICK SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
BROADRICK SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,AUDIO VIDEO AND INFORMATION TECHNOLOGY CLUB,na
BUKIT MERAH SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
BUKIT MERAH SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na
BUKIT MERAH SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FLOORBALL,na
BUKIT MERAH SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,ST. JOHN BRIGADE,na
BUKIT MERAH SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,SCOUTS,SCOUTS (BOYS & GIRLS)
BUKIT MERAH SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),NCC (LAND)
BUKIT MERAH SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,CONCERT BAND
BUKIT MERAH SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,MODERN DANCE
BUKIT MERAH SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,AUDIO & VIDEO/ PA CLUB,AVA CLUB
BUKIT MERAH SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,LIBRARY COUNCIL,LIBRARY SOCIETY
BUKIT MERAH SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DIGITAL VIDEO CLUB,INFO.MEDIA CLUB
BUKIT MERAH SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,CABIN,STUDENT ACTIVITY CLUB
BUKIT MERAH SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,INFOCOMM AND ROBOTICS CLUB
BUKIT MERAH SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ENTREPRENEUR CLUB,YOUNG ENTREPRENEUR CLUB
BUKIT MERAH SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,DESIGN TECHNOLOGY CLUB,DESIGN AND INNOVATION CLUB
BUKIT MERAH SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,THEATRE CLUB,DRAMA CLUB
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,CANOEING/ROWING/DRAGON BOAT,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,FENCING,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,HOCKEY,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,ST. JOHN BRIGADE,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,SCOUTS,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - MILITARY,na
BUKIT PANJANG GOVT. HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,na
